long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
killian sanson,63,20,173,64,2,64,59,64,65,58,58,65,58,50,66,57,64,64,51,63,64,66,62,75,58,76,65,71,69,49,60,65,61,55,63,55,54,54,62,58,6,12,8,9,9,0
vladimir zubarev,63,24,178,71,2,51,51,58,61,59,65,54,40,54,68,36,60,49,40,65,60,47,54,64,57,69,68,63,70,61,64,68,57,42,48,48,61,55,63,66,7,14,7,5,7,0
brendan hines ike,63,22,185,77,2,69,43,50,57,59,71,44,35,59,56,31,53,48,35,58,60,65,72,64,58,58,63,73,65,74,49,71,57,32,46,42,60,60,60,61,6,12,14,13,6,0
marco tumminello,63,18,180,76,3,54,66,40,55,27,58,28,68,69,52,44,51,26,28,32,60,44,63,53,65,64,70,65,55,55,67,67,29,64,45,57,53,23,18,20,14,14,8,12,11,0
norbert balogh,63,21,197,80,3,72,59,47,60,22,67,53,63,64,42,48,62,53,44,31,61,67,76,56,55,38,59,68,56,78,54,54,18,67,61,53,54,18,17,17,8,7,7,10,5,0
roni peiponen,63,20,175,69,2,76,46,55,60,56,57,68,42,52,57,46,57,53,31,47,57,77,76,75,58,72,56,73,74,48,46,55,56,54,53,40,52,55,58,58,11,14,8,10,15,0
eric oelschlagel,63,21,193,85,1,0,0,0,0,0,0,14,12,25,23,10,11,20,11,18,20,39,42,34,63,27,24,54,29,78,10,24,11,7,27,18,32,10,17,16,65,57,57,59,66,41
aboubakar keita,63,19,188,70,2,65,48,57,64,55,76,39,37,54,63,48,62,54,36,68,66,65,65,69,59,63,70,62,73,79,54,76,62,44,62,42,69,51,54,55,8,8,9,11,8,0
dzenis kozica,63,24,180,70,3,74,55,58,67,34,55,58,58,36,63,49,67,57,48,55,64,76,72,81,51,74,56,57,67,56,49,39,29,56,53,58,56,36,33,35,7,13,8,11,6,0
ramiro martinez,63,26,178,76,1,0,0,0,0,0,0,13,8,14,22,9,5,13,13,24,12,19,27,36,55,49,23,64,26,50,6,20,9,4,34,13,24,9,14,12,61,62,60,63,66,23
gaetan perrin,63,21,169,63,3,78,60,57,68,33,58,55,57,60,62,58,66,59,47,53,66,78,78,82,52,85,62,64,67,56,62,48,18,58,56,67,62,38,31,23,12,14,10,8,6,0
toshiyuki takagi,63,26,170,64,4,78,63,59,65,28,56,68,61,49,56,52,64,72,64,52,62,84,73,76,60,82,70,47,74,50,62,51,26,62,58,67,59,24,26,24,10,13,12,9,9,0
shota kobayashi,63,26,173,70,3,66,46,64,62,48,63,67,43,49,63,41,58,57,50,62,63,68,65,70,58,74,55,71,80,60,43,46,39,55,68,45,57,45,55,54,13,10,6,6,11,0
moussa sanoh,63,21,174,72,3,86,55,51,68,24,64,56,56,33,52,52,69,54,48,44,63,87,86,80,55,82,66,78,64,66,47,57,28,58,47,43,55,22,20,28,10,9,7,7,6,0
nicola falasco,63,23,186,83,2,67,38,51,61,65,65,58,33,55,56,37,62,41,34,45,57,67,67,63,54,70,49,60,60,65,34,70,61,55,45,46,56,65,70,68,11,9,9,10,14,0
hiroshi futami,63,25,179,75,2,69,28,51,53,59,74,59,28,44,60,28,45,30,31,57,60,68,70,62,65,64,26,68,70,80,25,64,61,49,34,30,30,59,62,58,10,10,8,7,5,0
cristian romero,63,19,185,79,2,61,34,39,40,63,71,31,26,58,51,33,30,35,29,38,43,57,64,61,58,63,48,67,80,73,37,55,71,29,29,40,41,60,63,60,5,7,11,10,14,0
elias cobbaut,63,19,188,78,2,63,34,56,59,62,66,63,26,64,61,33,59,44,34,58,63,56,69,52,58,59,45,64,66,68,36,62,62,47,45,42,57,61,63,60,10,12,7,7,7,0
izuchukwu jude anthony,63,19,187,80,2,83,27,46,57,60,71,31,23,53,55,23,54,23,30,53,56,82,84,72,53,74,40,83,68,74,22,64,62,26,49,34,59,58,63,63,9,6,13,6,8,0
tatsuya masushima,63,32,180,74,2,57,22,30,45,64,66,28,15,71,36,28,38,25,24,28,43,56,57,64,72,62,36,80,58,73,19,55,49,21,25,39,42,72,67,53,12,14,15,12,15,0
ryosuke yamanaka,63,24,171,65,2,69,31,60,65,57,58,71,28,43,64,35,68,72,70,54,61,67,70,56,64,79,29,67,66,56,32,49,56,45,39,48,53,54,62,65,10,7,12,13,5,0
franco colela,63,22,176,74,3,71,57,55,70,65,70,50,57,54,62,52,72,51,50,54,68,72,71,67,71,66,63,62,76,69,55,65,67,53,53,51,51,71,64,58,15,6,14,10,14,0
levi opdam,63,21,172,71,2,74,31,51,64,59,64,63,28,45,58,34,64,55,30,42,58,75,73,72,58,80,33,66,66,63,29,65,55,55,40,38,58,64,60,63,5,7,13,7,12,0
daniel sappa,63,22,193,90,1,0,0,0,0,0,0,12,8,11,30,8,6,16,14,23,16,28,30,25,69,26,25,56,28,73,10,22,9,9,39,40,40,9,12,11,52,63,68,71,56,29
kota ueda,63,31,174,68,2,60,35,57,57,63,60,41,34,62,70,36,56,32,32,67,54,57,62,63,56,75,41,63,60,57,29,69,58,34,55,37,60,64,64,65,10,9,11,7,7,0
hiroyuki komoto,63,31,183,72,2,58,35,46,46,62,67,54,27,60,54,26,38,25,38,43,54,56,59,51,58,63,51,67,62,73,41,57,59,26,31,38,52,67,61,60,10,11,7,8,6,0
thomas olivier amang,63,19,177,80,3,86,60,48,66,36,75,51,61,61,49,58,64,52,38,45,62,85,86,80,52,90,66,86,60,82,58,71,38,52,45,52,54,30,35,32,12,8,13,13,6,0
yuzo kobayashi,63,31,176,72,2,56,27,49,55,62,67,62,22,52,56,24,46,26,21,52,62,58,55,65,62,69,39,70,73,64,17,66,62,48,35,36,67,63,65,63,12,14,6,5,6,0
luciano gomez,63,21,163,66,3,76,52,56,68,49,53,52,51,57,62,46,64,48,45,61,67,73,78,87,55,92,56,72,71,46,49,45,42,59,52,48,48,55,46,44,8,7,12,14,11,0
dominik prokop,63,20,171,68,3,75,52,55,72,40,50,46,54,50,59,48,72,55,45,56,71,77,74,77,55,91,53,77,62,37,52,61,44,49,60,43,62,34,40,39,12,5,13,11,5,0
mukhtar ali,63,19,185,74,2,65,52,57,62,48,63,35,48,36,65,42,57,56,61,68,68,66,64,74,59,62,61,53,74,58,60,66,65,48,57,38,63,37,52,46,15,9,14,10,10,0
keijiro ogawa,63,24,170,65,3,71,60,58,66,52,55,63,64,47,61,51,68,54,43,57,60,72,71,70,55,80,58,61,57,55,55,53,54,56,53,59,47,54,49,51,12,11,9,11,11,0
hiroto nakagawa,63,22,155,57,3,90,58,56,73,32,49,43,53,36,66,65,68,72,39,46,72,91,89,93,74,93,59,85,90,27,68,42,25,68,57,41,59,33,36,31,15,10,7,12,13,0
ryohei arai,63,26,183,67,2,74,53,59,58,61,65,51,50,64,61,48,54,51,55,66,61,71,76,71,63,58,57,64,71,63,55,63,66,61,63,59,60,62,57,59,11,10,11,5,7,0
dae won kim,63,20,172,64,3,72,61,52,61,19,61,61,62,61,56,50,59,40,34,34,60,73,71,68,59,65,67,73,64,59,55,59,17,67,58,60,52,13,12,15,10,6,9,11,12,0
marcos minetti,63,28,185,82,2,54,36,48,55,63,72,30,37,72,61,24,53,26,18,56,60,53,54,54,54,57,44,70,72,74,24,68,68,55,48,34,57,56,65,60,12,9,14,13,10,0
jadon sancho,63,17,178,74,4,76,55,55,71,30,47,43,58,38,61,54,73,59,48,54,69,77,75,79,49,77,56,40,49,49,48,39,24,57,56,44,52,27,33,36,7,11,10,11,13,0
christian rivera,63,21,183,65,2,60,54,56,64,58,65,41,52,56,65,39,63,46,35,58,65,64,57,63,63,62,63,53,76,61,54,63,60,56,63,57,56,56,59,55,12,5,13,11,9,0
hakan demir,63,19,178,75,2,64,52,62,64,46,65,56,42,41,67,42,62,46,52,65,63,66,63,67,63,76,67,72,73,59,61,68,61,52,62,54,42,44,43,37,12,13,11,12,15,0
nahuel molina lucero,63,19,178,73,2,73,35,55,62,57,65,65,24,47,60,30,60,52,32,52,61,75,72,69,56,70,53,74,74,61,38,60,56,48,44,38,58,60,59,58,12,13,8,5,10,0
gaston del castillo,63,20,167,72,3,75,60,59,71,23,46,64,65,58,58,57,71,67,61,55,68,78,73,81,53,82,49,65,44,51,57,32,13,66,55,60,37,12,33,10,10,8,14,7,5,0
yuto misao,63,26,175,70,2,71,42,63,55,61,68,67,30,63,64,34,44,68,52,67,63,68,73,75,63,68,66,74,76,63,47,68,58,35,54,46,52,61,62,59,13,12,11,6,12,0
arijanet muric,63,18,197,81,1,0,0,0,0,0,0,13,12,10,32,16,17,18,11,37,22,44,46,38,59,40,21,62,29,68,14,24,18,11,40,18,33,10,12,13,63,61,60,62,65,45
myles beerman,63,18,177,66,2,87,33,50,68,57,59,54,21,44,59,26,67,28,31,52,62,89,85,89,58,86,29,64,75,54,60,49,56,41,39,38,61,58,61,59,12,13,11,7,6,0
min gi lee,63,24,177,66,2,74,29,54,60,59,62,54,26,43,60,23,58,42,42,56,59,73,75,69,59,60,34,60,79,58,28,49,59,40,46,38,65,61,61,60,10,15,12,12,10,0
ju young jo,63,23,186,80,3,65,61,46,56,27,61,37,66,61,55,44,56,33,35,50,58,65,65,54,54,58,63,62,62,66,56,48,29,68,44,44,54,21,22,20,11,8,14,14,14,0
dean henderson,63,20,190,85,1,0,0,0,0,0,0,14,9,13,32,5,13,13,10,31,32,46,45,53,60,56,23,59,34,60,6,21,11,8,33,16,39,8,14,14,65,60,61,58,67,45
robert gumny,63,19,177,61,2,83,26,51,59,60,60,53,22,49,63,25,55,32,31,51,58,81,85,74,58,66,26,59,68,58,30,53,56,40,40,42,52,62,65,59,11,6,13,12,6,0
jorge sanchez,63,19,175,66,2,72,40,52,57,62,60,60,38,60,58,33,52,54,36,52,60,70,74,63,53,76,46,62,72,55,39,59,62,45,35,44,53,59,65,60,10,10,12,12,7,0
bruno miranda,63,19,180,75,2,82,61,39,61,21,47,28,66,56,43,46,57,48,33,33,60,80,84,84,62,50,64,57,41,57,50,28,16,64,47,52,54,17,17,18,5,7,6,12,13,0
janne saksela,63,24,184,80,2,71,35,57,60,58,68,63,34,46,60,37,59,52,44,54,60,67,74,64,52,63,30,46,79,67,40,62,58,40,51,41,55,58,62,61,8,7,7,7,9,0
jaume valens cardell,63,21,187,80,1,0,0,0,0,0,0,20,15,20,20,9,9,20,11,28,29,49,47,50,63,42,16,59,41,51,20,20,20,8,54,18,24,6,13,17,61,64,61,59,62,48
gino fechner,63,19,188,78,2,65,38,56,54,60,65,41,34,63,66,27,48,34,40,64,60,64,65,64,57,57,51,66,55,70,36,66,61,39,58,41,54,57,63,59,14,11,7,6,7,0
janeiro eduardo mutto peixoto,63,29,175,71,2,70,32,48,57,65,63,50,27,61,53,26,51,45,32,46,58,72,69,76,55,78,44,59,65,61,29,64,63,36,43,37,59,65,67,63,7,10,7,9,14,0
roneiro marcelo chissano anibal,63,25,177,69,4,73,52,60,67,41,54,65,54,71,61,57,68,42,75,52,59,74,73,82,65,72,53,61,60,52,44,49,35,69,60,41,59,32,45,41,14,14,15,14,12,0
odeni george,63,22,171,64,2,77,36,55,66,61,63,52,31,58,61,26,61,30,38,63,65,81,73,85,62,83,51,84,71,57,35,64,63,46,53,34,62,57,65,61,13,11,5,11,13,0
gonzalo escobar,63,20,171,70,2,73,39,52,58,60,65,59,32,48,57,29,60,41,35,53,45,75,72,72,63,76,34,73,81,56,56,64,66,48,43,47,36,62,59,55,7,14,15,10,9,0
cristian martinez,63,20,170,79,3,75,52,59,68,36,58,54,51,57,64,53,69,60,57,60,64,76,75,79,57,76,57,60,59,58,49,55,20,56,54,57,63,37,35,42,12,10,7,7,9,0
luis abram,63,21,181,76,2,65,25,37,41,62,69,29,22,60,48,28,33,20,25,42,45,63,66,53,52,62,38,76,65,74,17,62,64,28,30,34,44,63,62,58,10,9,13,6,12,0
jordy bruijn,63,20,170,70,2,58,42,65,65,50,56,55,33,32,70,43,60,70,60,68,69,66,51,74,60,85,48,73,58,50,55,63,57,35,65,45,63,40,60,52,7,8,11,12,13,0
damil dankerlui,63,20,175,71,2,76,39,50,66,59,67,55,32,54,58,29,66,44,37,40,62,75,77,72,59,78,59,72,68,68,35,60,56,48,44,43,57,58,61,62,13,6,9,9,13,0
cafer tosun,63,17,183,73,3,59,58,66,68,47,48,61,55,46,70,54,69,63,57,67,67,66,53,72,59,67,66,59,36,54,62,43,34,49,68,59,65,43,59,48,11,7,13,14,13,0
vincent thill,63,17,176,69,3,76,52,58,68,18,37,52,47,31,61,51,66,48,71,60,68,75,76,80,54,86,53,46,49,31,58,37,28,62,57,50,62,12,15,11,14,9,9,8,9,0
remy descamps,63,21,194,79,1,0,0,0,0,0,0,10,9,14,21,6,9,13,12,16,11,33,26,29,61,24,17,32,20,63,6,22,8,7,23,12,22,7,11,10,64,61,59,65,60,29
marc wachs,63,21,180,73,2,73,32,56,63,56,63,65,31,48,62,28,61,40,29,49,62,67,77,71,58,73,35,70,73,58,28,62,61,59,54,25,30,51,60,61,15,12,8,5,9,0
carlos quintana,63,29,190,84,2,49,29,34,43,63,71,35,22,59,38,31,40,30,33,36,46,50,49,48,45,50,41,66,56,81,25,64,57,36,28,43,44,62,66,68,8,12,7,12,12,0
joseph mensah,63,22,169,68,2,76,57,56,66,25,57,61,60,33,58,46,69,68,31,39,57,79,73,77,57,85,61,86,55,56,48,53,21,63,63,51,58,26,26,20,12,10,5,9,5,0
lasse fosgaard,63,30,181,77,2,76,52,57,64,29,63,66,53,44,58,45,66,49,40,53,61,76,76,62,58,68,53,68,79,65,52,36,41,46,57,53,52,23,23,26,6,8,13,14,13,0
jordan lefort,63,23,184,81,2,59,25,49,49,64,66,36,22,57,62,22,52,30,30,60,40,55,63,51,52,56,25,61,61,72,27,60,67,37,42,34,65,64,66,61,14,6,12,12,10,0
quentin martin,63,21,173,73,3,73,59,61,63,60,56,63,60,59,63,58,61,51,48,64,62,72,73,74,57,73,61,59,62,52,59,57,61,59,58,52,62,57,65,56,6,6,9,14,13,0
reda rabei,63,22,178,77,3,61,62,64,69,33,55,58,64,55,69,62,70,66,58,59,69,68,55,67,58,78,66,53,61,58,56,41,23,59,67,59,66,33,32,33,10,7,9,12,6,0
yordi teijsse,63,24,185,86,3,81,59,48,59,18,78,56,60,64,54,64,55,33,30,32,61,78,83,69,54,66,73,86,79,80,44,70,18,55,49,55,51,11,12,14,6,6,13,15,14,0
david stec,63,23,179,70,2,70,48,54,64,58,59,72,47,48,55,23,64,67,32,47,63,73,68,64,56,70,58,58,68,56,47,55,55,57,42,40,40,56,63,65,8,15,14,9,7,0
eliseu mendja soares cassama,63,23,184,74,2,76,42,52,60,57,70,62,28,41,58,39,60,54,32,48,58,72,79,67,57,59,71,81,79,64,43,72,58,56,37,31,65,55,62,64,10,9,11,9,12,0
didier lamkel ze,63,20,193,79,2,82,59,59,66,43,67,58,62,66,64,62,67,64,68,59,66,81,83,75,47,48,58,67,68,60,54,84,38,54,50,59,58,43,43,28,11,6,12,12,13,0
ju hun song,63,23,190,83,2,65,34,35,33,62,71,34,43,58,42,36,25,22,29,37,36,67,63,43,61,39,31,73,58,83,18,59,65,27,26,32,53,54,67,67,13,12,6,6,12,0
yohan demoncy,63,21,180,68,2,66,44,60,64,59,61,49,37,59,68,34,64,44,45,61,64,66,66,61,62,68,61,45,63,61,43,63,59,55,63,49,58,55,60,66,8,9,15,5,15,0
florian muller,63,19,192,85,1,0,0,0,0,0,0,12,11,11,25,10,14,13,12,22,18,43,42,42,60,42,23,55,26,62,12,25,18,10,34,19,33,11,11,12,63,61,61,62,65,42
sven muller,63,21,190,82,1,0,0,0,0,0,0,13,8,12,24,8,12,10,10,20,13,16,27,25,49,27,18,38,20,66,8,26,9,7,41,11,35,5,13,10,63,66,54,62,67,22
christian fassnacht,63,23,185,74,2,69,65,53,60,16,54,46,73,60,55,45,58,34,28,59,65,71,67,57,63,59,62,64,61,58,54,31,10,72,62,63,56,11,11,13,12,13,13,12,6,0
gerald nutz,63,23,170,64,2,75,56,59,66,48,59,52,58,52,62,54,67,64,42,54,60,76,75,82,60,57,62,62,63,61,48,48,41,55,66,48,69,52,47,52,14,9,12,5,6,0
niklas schmidt,63,19,184,82,3,61,62,64,62,44,62,53,52,50,67,55,63,59,67,66,63,55,66,55,54,68,81,54,59,70,72,50,32,50,67,55,64,44,46,55,6,11,14,7,10,0
emmanuel sowah,63,19,182,80,2,82,32,51,64,59,67,56,24,53,58,29,65,31,27,51,61,80,83,73,51,63,46,73,70,66,33,64,54,48,45,32,53,60,62,63,14,15,7,12,8,0
jorn vancamp,63,18,186,75,2,70,65,59,59,31,58,57,66,65,62,64,58,63,56,56,56,73,68,70,49,68,65,82,62,63,64,36,38,58,56,62,57,21,28,26,14,7,14,14,13,0
alejandro zalaya galardon,63,19,182,70,2,64,29,45,41,65,56,36,22,60,59,31,31,30,37,46,50,63,64,44,59,68,48,71,63,50,21,60,62,24,32,43,51,63,69,68,10,7,7,9,10,0
jhon mosquera,63,27,186,78,3,77,59,54,63,26,70,56,59,61,58,49,62,29,40,50,63,79,75,66,64,67,63,71,73,74,58,58,24,63,60,58,56,18,27,17,9,9,6,14,12,0
deroy duarte,63,17,177,68,2,71,53,64,69,51,68,62,46,58,65,38,66,60,38,62,72,69,73,75,60,70,70,74,65,72,60,62,43,37,71,50,64,50,54,49,8,6,5,10,14,0
jean ricner bellegarde,63,18,170,66,2,68,41,59,66,59,61,47,36,47,65,37,66,37,38,60,64,69,67,73,59,79,51,56,66,60,41,58,60,61,68,35,58,58,64,54,12,15,14,10,9,0
thierry ramos graca,63,22,194,87,1,0,0,0,0,0,0,13,6,11,20,7,13,13,12,24,17,30,22,33,66,25,30,35,19,72,5,24,11,8,35,11,38,5,14,13,64,60,54,64,61,26
roberto jesus melian bolanos,63,22,188,71,2,62,54,62,59,57,61,53,55,59,70,43,57,49,55,63,62,67,57,66,61,39,62,64,64,58,49,63,57,58,60,48,59,49,63,57,11,12,9,9,9,0
david arshakyan,63,22,195,86,3,45,61,40,57,23,71,27,64,64,59,59,56,29,23,23,65,39,50,47,60,35,67,66,67,71,49,76,14,67,41,56,63,21,20,19,11,15,13,6,9,0
mazyad fraih al anazi,63,27,177,82,1,0,0,0,0,0,0,14,15,12,24,17,16,14,14,25,13,25,23,35,50,42,15,64,20,38,19,19,12,15,46,16,38,17,10,10,64,58,59,65,66,24
antonio rocha,63,23,175,75,2,73,53,54,55,61,70,45,42,59,59,51,51,47,55,58,55,71,74,65,58,73,68,68,78,64,60,76,66,51,55,63,59,58,60,61,6,11,14,15,7,0
utku yuvakuran,63,19,192,81,1,0,0,0,0,0,0,11,8,12,33,5,7,12,13,34,16,36,35,48,61,27,20,46,17,68,7,24,9,7,32,13,34,7,12,13,64,60,59,60,64,35
dario maresic,63,17,183,74,2,51,30,39,41,65,64,31,26,58,49,25,30,32,25,41,48,53,50,60,55,60,47,80,62,70,20,46,65,28,35,35,64,67,66,64,14,11,15,11,7,0
joel asoro,63,18,175,70,3,88,61,51,70,23,54,35,64,56,60,55,73,51,39,47,65,90,87,74,55,78,66,59,58,58,54,36,18,42,58,60,55,22,17,20,8,11,12,11,11,0
iker amorrortu andrinua,63,21,170,64,4,72,62,54,64,23,52,56,66,58,61,51,64,41,26,48,65,74,71,66,60,65,61,61,57,56,58,33,40,59,55,54,61,15,12,15,5,6,13,9,15,0
christian durso,63,19,178,70,3,68,47,65,65,44,48,52,42,47,72,50,66,56,52,75,65,67,68,57,58,72,58,52,48,48,44,49,25,53,63,60,67,45,50,57,7,8,11,12,9,0
muhammed sengezer,63,20,188,78,1,0,0,0,0,0,0,11,9,13,26,8,10,12,12,21,13,34,36,42,56,32,25,58,18,58,6,19,12,7,32,19,39,8,13,10,63,60,57,61,66,35
mario gonzalez gutierrez,63,21,182,68,4,73,57,55,65,18,49,62,62,49,61,48,66,42,38,41,64,71,74,68,59,68,52,62,54,50,56,39,16,60,57,39,53,11,15,18,5,15,15,6,13,0
sebastian szymanski,63,18,174,58,3,77,48,60,72,28,39,62,52,39,63,46,71,68,61,55,71,78,76,89,50,83,51,59,49,32,35,37,21,42,55,53,63,30,26,32,9,10,10,14,14,0
patrick burner,63,21,170,65,2,67,41,60,59,62,57,61,48,52,66,29,57,40,28,64,58,67,67,63,61,68,35,65,64,55,33,52,61,53,57,36,56,63,65,62,14,11,14,6,14,0
luis garcia,63,19,183,78,1,0,0,0,0,0,0,30,16,10,30,20,18,29,13,38,32,51,55,70,52,41,42,70,45,51,20,28,18,11,30,20,33,15,24,14,66,62,59,64,63,53
stanislav prokofyev,63,30,187,85,3,58,63,43,60,31,71,32,67,68,54,60,60,39,31,27,64,50,65,55,47,64,60,73,70,77,59,56,25,59,53,67,58,30,27,23,11,6,7,12,6,0
felipe melvin soldivia costa,63,29,173,67,3,70,53,59,65,51,68,49,51,39,68,49,61,68,45,53,65,67,72,73,73,73,63,68,70,67,45,68,66,57,59,66,70,49,53,35,8,14,13,6,10,0
diego wayar,63,23,169,66,2,61,35,57,56,63,55,47,29,55,66,31,52,34,40,64,59,57,64,59,54,75,49,63,78,40,32,60,62,35,57,41,43,65,65,60,14,8,13,13,8,0
nilson loyola,63,22,175,64,2,69,50,61,62,58,53,66,53,62,67,48,62,39,40,64,62,68,69,57,60,78,53,46,81,49,40,30,43,52,55,51,59,64,59,60,6,12,6,14,11,0
anderson santamaria,63,25,182,70,3,65,62,63,63,46,58,61,55,60,64,58,64,59,64,66,64,63,67,56,51,65,72,50,69,59,65,46,23,68,62,62,59,57,45,44,12,11,10,7,13,0
angel lopez,63,19,181,71,2,68,63,56,66,25,64,55,65,59,59,53,69,52,40,51,62,67,68,72,56,65,64,65,65,67,60,54,30,59,59,62,48,17,19,18,9,13,12,13,11,0
marco borgnino,63,19,176,70,3,83,59,54,66,23,56,53,63,57,60,59,63,41,37,59,65,81,85,87,59,70,64,72,66,57,52,35,18,47,46,52,48,20,20,18,7,9,15,7,15,0
eduard atuesta,63,20,180,71,2,59,49,56,62,59,59,40,55,41,70,26,58,31,39,66,69,63,56,56,60,81,48,61,61,58,46,56,59,40,50,37,47,65,59,58,15,12,12,12,13,0
jose manuel sanchez guillen,63,21,182,81,2,61,31,40,40,64,61,28,23,59,55,34,31,37,35,28,50,59,62,37,49,58,49,75,55,66,25,51,60,31,38,48,52,57,71,72,11,7,14,7,7,0
riccardo marchizza,63,19,187,80,2,60,29,53,57,63,62,66,27,58,62,26,57,29,22,61,58,55,64,53,54,58,27,68,55,68,31,52,66,41,31,34,62,64,62,60,15,11,10,12,7,0
william tchuameni,63,20,192,83,3,51,62,43,59,26,64,29,69,67,54,49,62,32,32,28,60,45,56,47,57,51,61,67,55,74,50,51,17,62,54,68,51,24,20,26,13,10,7,6,7,0
gennaro armeno,63,23,175,70,3,74,38,59,58,58,56,64,32,48,65,29,59,34,32,63,54,73,75,58,61,72,49,62,65,48,41,62,56,54,53,38,54,57,63,64,11,13,14,6,10,0
sergio almiron,63,31,188,83,3,41,64,41,52,30,68,35,63,78,46,56,52,41,33,32,54,43,39,36,69,51,68,61,64,74,59,58,17,72,47,68,52,26,29,24,11,9,13,7,13,0
renzo alfani,63,21,186,79,2,57,33,40,40,64,62,30,28,68,52,25,30,28,30,49,45,55,59,56,59,55,56,74,56,64,25,59,60,25,27,35,42,62,66,64,7,9,6,12,15,0
felix gotze,63,19,185,78,2,53,30,39,44,64,64,35,26,67,48,33,38,29,28,38,42,55,52,66,56,64,41,63,59,69,27,56,58,23,35,30,43,63,68,66,13,13,11,12,7,0
alexis claude maurice,63,19,177,73,2,86,59,57,64,37,39,46,61,43,62,58,60,58,46,58,62,87,86,84,49,81,61,48,37,39,58,37,21,58,62,43,66,32,48,40,11,13,15,14,15,0
marco farfan,63,18,175,68,2,72,34,49,64,61,62,42,27,52,62,29,61,36,37,53,60,70,73,78,65,87,34,76,73,54,49,66,59,28,34,56,39,60,64,64,9,6,9,9,11,0
gabriel rojas,63,20,178,68,2,74,51,56,66,58,61,60,45,41,58,47,65,56,51,50,63,71,77,79,59,75,56,62,72,57,59,59,63,59,55,50,61,56,60,62,7,6,13,9,9,0
jorris romil,63,22,185,75,2,75,61,48,64,19,58,39,64,58,56,48,63,47,48,37,64,76,75,69,60,58,63,69,62,58,57,48,13,57,50,59,61,17,13,17,5,13,9,11,14,0
daouda karamoko bamba,63,22,184,75,3,83,62,50,64,20,59,52,62,57,55,57,64,54,33,42,58,83,83,82,56,69,66,75,66,59,58,45,18,61,48,61,63,14,16,18,12,8,15,13,9,0
ahmet eyup turkaslan,63,22,188,83,1,0,0,0,0,0,0,12,9,10,19,7,13,14,13,15,15,16,15,22,55,38,26,45,21,62,6,20,9,7,38,14,36,8,13,11,64,62,64,55,68,15
ronan touzet,63,19,180,75,2,61,34,41,49,63,60,33,32,58,51,28,38,27,29,46,57,63,60,62,61,68,42,66,52,62,31,64,61,29,34,46,53,63,66,66,10,9,14,9,5,0
carmine setola,63,18,172,70,2,71,42,56,59,60,59,62,34,57,62,44,58,37,38,60,54,74,68,70,57,70,57,63,66,53,39,63,63,49,46,51,57,58,62,59,14,7,7,10,11,0
quentin depehi,63,20,175,64,3,77,58,43,61,24,57,40,61,67,49,48,61,40,32,37,58,76,77,62,63,69,58,71,65,54,54,52,14,64,45,59,56,20,21,20,9,9,10,8,7,0
harrison mancilla,63,25,174,80,2,61,34,51,51,63,65,38,29,62,62,31,45,34,35,66,54,63,59,56,63,72,47,74,86,57,31,54,61,31,41,36,43,65,64,58,15,14,13,11,10,0
brandon vazquez,63,18,191,79,3,74,60,47,57,21,67,41,60,64,55,50,54,34,41,38,59,73,74,65,59,60,63,69,55,74,58,63,24,62,50,64,52,18,11,14,15,12,9,5,15,0
aleksander a melgalvis,63,27,178,73,2,71,61,59,60,61,65,60,58,55,60,52,60,54,48,55,59,73,70,60,60,67,69,69,72,64,63,59,64,58,61,58,58,62,60,58,13,12,9,14,7,0
dimitris nikolaou,63,18,189,78,2,62,37,42,37,62,69,24,25,58,58,25,24,24,29,60,52,60,63,41,52,51,53,74,66,74,50,60,59,29,26,49,57,62,64,63,8,15,9,5,15,0
stefanos evangelou,63,19,185,75,2,60,29,34,34,64,66,26,21,61,41,24,28,27,28,40,34,60,60,44,52,56,55,73,61,68,18,66,60,29,29,45,58,66,67,64,13,12,11,15,12,0
bryan fernandez,63,25,183,80,2,56,62,42,64,16,58,34,64,60,51,52,62,33,32,30,68,56,56,65,62,58,63,60,50,73,60,29,14,65,48,58,55,11,10,11,8,8,10,7,5,0
yoan severin,63,20,186,79,2,63,27,47,43,63,64,55,24,57,56,24,31,23,28,46,59,58,67,38,58,54,40,75,54,75,17,48,57,21,35,42,53,65,66,61,14,9,11,6,12,0
cristhian paredes,63,19,183,75,2,68,58,63,58,63,64,51,57,66,72,46,52,51,53,62,63,69,67,64,60,65,68,56,70,62,56,64,59,43,63,63,60,61,65,63,9,6,12,6,6,0
imanol sarriegi sasa,63,22,182,70,2,62,48,60,61,54,61,48,44,42,67,33,58,45,43,60,67,65,60,57,61,66,56,64,66,62,51,50,52,49,67,57,62,52,59,57,6,11,14,6,9,0
