,long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
14077,miguel angel navarro,62,22,173,66,2,70,31,51,61,57,51,61,29,43,57,26,61,48,29,43,62,70,70,58,56,81,35,64,60,46,28,50,57,53,42,31,47,58,60,62,11,8,11,12,9,0
14078,daniel sandy,62,19,184,77,1,0,0,0,0,0,0,12,6,13,20,8,15,13,12,25,20,33,29,38,55,44,45,61,23,55,7,21,10,6,25,15,32,7,15,13,60,62,60,62,61,31
14079,josue limberth mamani,62,20,170,65,3,66,49,56,57,63,47,40,50,50,65,38,56,36,35,60,55,63,68,60,65,54,53,60,49,40,50,60,63,50,63,39,67,63,68,65,13,14,5,6,6,0
14080,tomoki takamine,62,23,177,74,2,59,54,59,63,58,67,51,46,45,68,41,62,48,50,64,66,60,59,64,61,66,65,60,62,71,60,66,58,57,52,64,56,57,64,60,6,11,8,9,11,0
14081,reo yasunaga,62,20,177,72,2,70,44,61,66,55,68,59,49,50,66,31,66,33,45,66,65,73,67,77,60,67,42,69,70,68,38,65,54,58,59,32,50,51,62,56,6,5,7,9,6,0
14082,andreas athanasakopoulos,62,19,178,67,2,66,55,63,67,34,45,62,51,46,65,45,66,65,53,62,69,68,64,70,51,72,65,51,52,44,57,38,24,54,63,50,60,41,30,37,11,11,6,10,12,0
14083,jon birkfeldt,62,25,183,79,2,63,28,41,45,61,68,28,24,62,53,23,39,27,26,48,49,60,65,45,56,62,37,70,62,72,26,63,61,29,33,31,54,60,62,61,14,11,8,10,10,0
14084,jackson rodriguez,62,22,180,63,2,74,53,56,62,57,56,59,57,41,62,43,62,39,38,56,60,71,76,70,58,65,48,60,62,60,54,38,57,58,52,41,61,58,61,55,10,14,5,14,6,0
14085,koki tachi,62,23,173,73,2,71,27,48,54,61,65,45,22,53,58,25,49,31,33,53,54,72,70,72,58,71,38,74,48,73,26,63,61,38,38,28,43,58,65,63,6,6,9,14,13,0
14086,yeiber murillo,62,23,190,83,2,73,59,45,59,36,65,33,60,62,58,60,62,39,37,36,57,72,74,60,60,49,64,61,70,73,56,41,32,60,46,40,45,31,35,33,12,10,13,6,12,0
14087,george thomason,62,20,177,69,2,68,50,59,62,56,59,45,48,41,67,43,59,49,42,63,63,69,68,69,57,72,54,72,71,54,51,53,57,56,62,40,58,57,59,56,13,8,13,7,15,0
14088,nico gorzel,62,22,175,73,2,67,32,54,54,60,66,46,26,52,62,24,46,32,34,57,56,71,64,76,56,76,50,76,71,62,31,68,62,36,56,30,45,61,61,60,13,12,10,15,12,0
14089,joel waterman,62,25,188,75,2,43,25,50,45,61,69,29,20,62,63,22,40,28,24,63,52,42,44,41,59,37,38,67,61,74,17,68,59,32,50,38,49,64,60,58,6,7,10,11,11,0
14090,miguel berry,62,23,190,82,2,65,61,45,61,27,68,29,65,62,56,53,64,39,36,38,62,63,67,58,49,48,64,67,63,73,51,63,25,62,49,54,56,23,22,24,11,14,13,13,14,0
14091,enrique carrasco acosta,62,23,171,61,2,69,38,53,63,58,55,67,34,48,55,35,66,57,40,46,58,72,67,71,64,69,41,59,53,51,33,64,56,66,44,48,47,57,61,63,8,9,7,9,14,0
14092,martin correa,62,21,187,87,1,0,0,0,0,0,0,13,8,15,28,10,9,11,13,18,14,25,19,33,64,35,40,51,26,61,8,21,13,8,33,17,41,11,14,13,64,59,53,55,66,23
14093,marcelino nunez,62,21,173,73,2,63,54,61,65,48,56,56,55,36,62,37,64,42,75,61,67,64,63,66,59,66,56,59,68,57,58,38,61,57,64,42,58,36,57,43,11,8,11,8,14,0
14094,john pulskamp,62,20,188,86,1,0,0,0,0,0,0,13,9,10,27,9,8,14,14,22,15,27,21,30,53,41,44,59,20,62,8,20,11,6,31,19,34,12,13,12,63,60,59,62,62,25
14095,samuel renel,62,19,183,71,2,75,56,61,65,38,49,57,51,40,63,64,67,62,60,59,63,80,71,74,53,69,62,60,38,55,59,45,31,58,63,59,55,42,40,36,14,14,13,12,8,0
14096,iba may,62,23,183,83,2,62,49,54,60,60,70,53,46,51,64,38,58,39,36,59,65,63,62,58,62,61,61,79,53,77,45,73,57,50,43,44,47,57,65,65,12,8,6,14,13,0
14097,luca horn,62,22,177,72,2,73,54,59,63,38,54,62,49,46,60,57,62,60,49,55,59,75,72,77,55,78,64,73,72,51,53,32,37,55,58,50,56,32,41,39,13,12,8,9,10,0
14098,amin sarr,62,20,188,83,3,88,56,52,64,24,64,52,56,55,53,47,67,52,41,44,60,86,90,74,54,53,63,47,67,70,53,49,22,53,58,46,55,17,24,19,8,9,7,5,15,0
14099,tim maciejewski,62,20,184,67,2,80,60,54,65,27,58,53,64,40,62,53,66,46,41,45,62,79,80,73,65,69,71,35,67,63,46,38,22,46,52,63,51,27,24,28,14,14,14,11,7,0
14100,milan tucic,62,24,186,77,2,68,60,50,66,27,65,59,64,65,49,56,68,48,52,38,67,66,70,66,56,59,54,71,59,72,58,51,21,61,50,59,59,15,31,23,5,13,14,6,13,0
14101,ousmane ndong,62,21,192,85,2,52,30,45,45,61,71,32,22,62,56,26,42,34,33,46,47,54,50,44,51,46,54,70,52,84,24,63,57,26,44,42,47,59,64,60,10,9,15,15,12,0
14102,tim lemperle,62,19,187,80,2,67,59,56,65,31,57,63,62,40,60,52,70,50,45,53,68,67,67,61,44,59,65,34,54,66,50,44,27,52,49,55,45,30,33,30,9,10,8,7,7,0
14103,christian viet,62,22,183,78,2,67,32,57,58,60,63,58,28,60,64,27,55,31,30,64,60,69,65,65,58,65,26,63,63,63,42,65,55,53,52,41,59,60,61,62,13,6,15,10,10,0
14104,damon bansais,62,27,177,71,2,72,29,51,58,58,68,59,26,53,57,25,55,39,35,52,60,72,72,65,47,77,32,74,72,67,28,65,57,43,41,35,43,56,61,60,11,8,7,13,7,0
14105,louis bury,62,25,184,77,2,71,30,50,62,62,68,55,25,56,55,25,60,34,26,50,64,73,69,66,53,68,45,75,72,67,28,63,59,25,45,39,58,60,66,64,6,11,10,6,7,0
14106,logan chalmers,62,21,175,70,3,77,56,55,63,20,51,58,58,52,55,49,63,54,56,44,60,83,72,73,56,72,56,64,67,47,52,38,17,56,59,57,56,15,19,14,14,6,9,7,9,0
14107,satoshi tanaka," CM""",500,2002/8/13,174,4,0,69,51,57,63,61,62,49,60,59,65,29,61,36,35,64,63,68,69,75,60,71,57,71,48,69,35,60,61,57,56,32,60,57,65,62,7,13,7,8,8
14108,kaan kurt,62,19,174,69,2,70,45,57,65,59,50,57,45,57,63,40,66,60,40,60,61,75,65,79,58,75,46,62,55,44,43,55,58,48,50,50,48,57,63,60,11,9,10,9,8,0
14109,warmed omari,62,21,185,78,2,55,33,46,50,61,67,36,25,67,55,31,44,38,32,50,57,58,52,47,56,54,52,72,60,73,29,59,56,34,42,41,55,58,66,61,9,7,13,10,14,0
14110,taylor booth,62,20,174,66,2,66,59,61,67,45,49,55,59,39,65,51,66,57,60,61,67,69,63,78,61,73,61,59,58,46,65,45,51,52,63,44,55,39,51,41,14,12,14,11,10,0
14111,jeremy huysman,62,32,188,84,2,41,33,51,56,63,70,34,35,69,61,26,57,29,24,57,62,45,38,40,56,42,31,74,64,80,31,50,63,38,56,35,59,61,66,58,11,9,10,14,7,0
14112,daniel pike,62,19,175,75,2,74,33,52,60,56,56,60,29,52,57,32,61,37,36,48,57,75,73,64,55,84,36,62,68,46,35,64,51,49,47,38,48,54,60,60,7,10,10,7,8,0
14113,nikolaos baxevanos,62,21,187,85,2,70,19,28,35,61,71,15,10,58,38,21,25,29,23,39,36,67,72,54,59,51,32,63,52,82,25,68,57,19,17,22,46,59,65,65,8,14,11,7,13,0
14114,jesus ruiz suarez,62,24,185,77,1,0,0,0,0,0,0,16,15,12,47,14,15,19,13,31,26,51,50,53,60,40,44,64,35,69,13,30,15,9,53,31,50,12,18,20,67,53,58,54,72,51
14115,oscar schonfelder,62,20,181,74,2,75,57,56,64,47,55,60,60,43,58,58,63,58,41,54,67,76,74,66,58,71,61,51,55,57,49,51,48,54,53,54,55,40,53,52,13,8,10,13,6,0
14116,zac mcgraw,62,24,193,93,2,59,41,58,51,60,73,52,45,66,65,20,50,44,31,63,51,57,60,52,56,51,51,71,67,80,31,61,54,46,58,30,52,61,62,60,6,12,13,11,12,0
14117,pablo bonilla,62,21,173,70,2,83,50,59,64,52,56,63,54,36,62,45,63,56,31,62,63,82,84,72,58,78,48,54,66,52,46,54,52,60,55,40,54,54,56,54,13,12,7,15,11,0
14118,ismael doukoure,62,17,182,70,2,67,25,39,48,65,56,37,20,56,49,23,39,31,22,33,58,64,69,48,61,63,37,69,56,57,20,49,65,31,35,37,48,65,68,66,9,14,14,11,12,0
14119,daan vekemans,62,21,180,75,2,76,60,57,61,38,57,62,61,63,62,54,60,49,36,53,60,74,77,71,59,65,61,70,57,65,61,33,38,56,51,58,45,21,49,34,11,10,13,9,14,0
14120,ryan malone,62,28,188,87,2,65,29,41,38,61,72,25,28,59,54,28,30,26,28,51,40,63,66,51,51,52,37,71,65,77,23,66,55,30,36,32,49,55,69,67,14,14,10,10,8,0
14121,agustin hausch,62,18,175,65,3,81,59,51,63,29,45,51,60,48,56,58,64,57,38,44,59,83,79,80,62,54,57,34,50,41,59,49,23,61,47,55,53,30,28,24,7,15,15,15,11,0
14122,mathis picouleau,62,21,171,63,2,65,51,63,69,53,41,48,48,48,68,49,69,60,55,69,71,68,63,57,61,82,59,58,37,38,46,48,42,58,65,57,68,60,55,57,12,9,8,7,12,0
14123,mario stefel,62,25,184,80,2,65,65,64,61,43,66,64,62,58,63,61,61,68,70,61,63,64,66,61,53,59,72,67,65,72,66,51,42,61,66,64,60,41,41,37,11,11,14,13,5,0
14124,seamas keogh,62,19,176,72,2,72,44,53,61,57,58,61,54,55,60,34,63,41,45,58,62,70,73,61,56,62,36,58,61,58,30,55,55,55,36,48,45,51,63,61,8,9,11,13,9,0
14125,henry rorig,62,21,182,76,2,79,40,55,61,55,58,64,40,50,58,35,61,50,38,44,63,78,79,65,51,61,37,61,56,62,42,50,51,53,52,38,52,50,62,60,14,13,13,11,13,0
14126,zeno ibsen rossi,62,20,194,83,2,69,31,47,45,63,67,45,26,68,53,30,33,34,31,51,55,67,70,58,52,55,47,66,68,68,24,62,57,32,41,45,51,66,64,62,6,10,9,8,5,0
14127,lars markmanrud,62,20,180,71,2,68,36,47,57,59,59,53,30,53,52,40,57,48,30,46,56,65,70,58,57,67,50,60,70,54,31,57,58,55,37,34,54,59,62,59,14,10,12,6,15,0
14128,juan flere,62,23,182,68,1,0,0,0,0,0,0,12,9,11,23,10,11,13,13,20,18,20,24,35,60,45,48,63,25,45,10,22,10,10,28,15,25,11,11,10,61,56,64,58,69,22
14129,warren bondo,62,17,177,63,3,73,55,56,71,57,63,45,53,51,64,37,71,58,38,59,69,77,70,80,57,75,67,66,65,61,51,65,61,56,55,59,69,52,64,52,14,7,7,7,14,0
14130,emanuel montejano,62,19,175,74,2,60,63,50,59,25,58,36,69,66,65,51,55,48,33,37,65,54,64,59,56,64,58,64,53,71,59,28,19,60,52,68,54,21,20,21,10,12,6,12,8,0
14131,jannes wieckhoff,62,20,188,75,2,75,44,55,61,56,58,59,40,45,62,40,60,42,27,53,63,74,75,67,60,68,55,63,64,57,40,51,60,55,51,35,49,54,59,52,9,15,9,9,10,0
14132,nicolae musat,62,34,176,73,2,66,41,63,48,59,62,67,28,40,66,45,41,71,66,62,47,66,66,67,58,67,64,56,55,69,43,53,60,52,53,34,56,61,63,60,13,11,6,5,6,0
14133,andrei panait,62,32,182,79,2,57,42,53,40,60,72,36,37,39,63,45,31,42,41,60,38,60,55,61,67,59,46,65,71,73,52,73,62,46,51,32,53,65,58,65,10,9,10,15,5,0
14134,flavius croitoru,62,28,192,85,1,0,0,0,0,0,0,11,6,14,38,8,9,12,11,37,18,41,47,55,70,56,50,71,31,70,8,31,7,18,42,18,58,6,10,11,64,61,67,50,61,43
14135,marco brescianini,62,21,188,78,2,64,44,58,59,56,67,50,34,61,64,39,61,48,40,64,60,68,61,51,66,52,59,62,68,68,48,65,54,61,59,54,57,50,60,62,6,14,9,7,10,0
14136,warren burrell,62,31,178,72,2,70,37,50,57,57,70,57,34,51,50,36,55,48,42,46,57,71,70,65,57,69,42,78,85,68,37,52,57,51,49,40,53,58,58,57,6,14,8,14,9,0
14137,jonas kersken,62,20,190,88,1,0,0,0,0,0,0,12,8,10,29,8,14,12,10,25,20,25,24,34,45,25,47,35,16,58,5,25,10,5,45,11,35,10,10,13,64,63,62,63,64,25
14138,alidu seidu,62,21,173,68,2,64,28,45,58,63,43,64,26,39,49,24,57,28,29,31,58,71,59,64,59,71,29,68,37,39,27,54,61,49,38,31,43,65,69,67,11,9,11,14,7,0
14139,abdul wahab ibrahim,62,22,176,70,2,73,35,54,59,57,63,60,32,54,59,41,58,37,41,52,59,69,76,62,56,63,40,56,61,69,30,53,57,51,49,41,52,55,60,61,7,14,9,5,7,0
14140,victor mendez exposito,62,21,188,80,1,0,0,0,0,0,0,12,7,13,38,9,14,14,11,36,16,32,23,29,54,37,39,61,24,57,9,24,13,5,37,19,32,7,11,14,65,62,52,60,64,28
14141,marcel canadi,62,23,184,76,3,73,55,61,61,36,60,57,52,43,65,53,60,55,57,61,63,67,77,68,57,65,60,54,68,63,55,45,29,54,60,56,53,33,38,45,13,11,12,13,14,0
14142,eduardo dos santos haesler,62,22,196,85,1,0,0,0,0,0,0,12,9,11,37,5,6,14,14,34,18,27,29,27,57,29,48,34,16,73,9,26,9,7,43,19,33,5,10,11,60,63,64,59,62,28
14143,milan rundic,62,29,188,80,2,50,30,39,43,61,69,24,17,56,55,23,33,23,26,41,51,49,51,42,57,61,57,76,54,76,25,66,60,30,32,56,47,62,63,62,12,11,13,13,13,0
14144,hannibal mejbri,62,18,182,70,3,69,51,61,64,52,58,59,50,42,63,45,64,61,46,60,62,69,69,76,62,62,54,40,62,53,50,70,52,64,62,46,65,50,56,52,9,5,10,11,7,0
14145,clemente montes,62,20,170,65,2,75,58,51,65,23,46,52,57,42,53,52,66,47,43,36,63,73,76,72,56,74,69,52,58,42,53,39,24,64,60,51,48,19,20,20,14,12,7,14,13,0
14146,juan ignacio pacchini,62,21,166,67,2,67,37,56,58,62,65,48,29,58,66,39,55,42,40,57,58,66,68,61,58,68,54,60,55,68,35,73,60,44,52,42,60,63,63,64,6,13,7,13,10,0
14147,nikita iosifov,62,20,175,62,2,71,62,59,65,26,46,54,62,41,68,64,66,53,49,61,64,69,72,68,51,79,71,45,48,51,55,29,23,53,52,63,50,22,27,29,10,11,15,11,11,0
14148,ahmet gulay,62,18,174,70,2,66,41,55,61,57,57,61,37,58,61,34,60,42,45,58,62,68,64,64,59,62,48,67,57,53,39,62,60,52,44,47,56,50,60,60,12,14,6,13,8,0
14149,julio rodrigues romao,62,23,193,88,2,55,41,55,57,57,73,44,33,57,68,41,57,42,45,64,59,55,55,54,57,61,57,60,59,87,39,61,52,42,43,49,54,51,64,68,12,6,7,9,11,0
14150,cenk ozkacar,62,20,190,90,2,51,30,49,52,60,72,29,21,60,60,28,51,29,33,58,58,48,53,40,55,47,54,64,48,87,21,66,60,44,53,45,58,58,62,56,11,8,10,9,5,0
14151,amir arli,62,18,193,77,3,77,55,58,68,23,48,50,52,31,64,51,69,56,51,52,65,81,73,83,54,79,67,50,48,50,51,44,21,52,62,56,58,23,23,22,5,10,7,7,9,0
14152,asen chandarov,62,22,183,73,3,68,58,61,62,39,59,49,59,56,65,53,61,62,59,62,64,69,67,65,60,62,58,59,58,63,57,49,39,57,64,66,58,36,38,35,15,12,6,15,14,0
14153,nathan monzango,62,20,184,72,2,62,28,42,48,64,53,45,25,56,50,31,39,26,29,42,59,69,56,46,49,75,38,73,34,51,21,79,61,35,30,33,43,58,70,73,14,14,13,6,5,0
14154,dejan tetek,62,18,177,65,2,68,46,56,60,60,62,48,43,53,62,48,55,53,43,59,61,69,68,80,57,80,57,64,75,53,42,67,63,46,54,50,50,58,62,61,11,9,7,8,5,0
14155,luka susnjara,62,24,188,88,2,71,64,57,64,29,59,63,66,53,54,58,66,63,57,49,67,70,72,68,47,36,62,37,44,77,65,37,21,62,62,56,57,26,30,29,14,6,7,8,10,0
14156,luca stellwagen,62,22,179,74,2,82,39,49,61,56,61,57,34,45,58,33,61,34,29,45,54,82,82,74,61,73,49,72,74,58,40,50,54,47,38,37,57,57,60,53,8,10,14,13,11,0
14157,anouar el moukhantir,62,23,172,65,4,71,57,61,64,45,59,59,57,52,62,42,62,62,54,58,63,74,69,77,51,82,59,60,62,61,60,50,45,53,63,52,52,39,48,49,13,13,12,12,6,0
14158,jack mackenzie,62,20,191,65,2,71,26,53,57,58,64,57,24,47,58,28,58,51,32,52,56,72,70,63,55,49,27,59,66,68,23,53,59,48,48,34,51,59,61,58,12,12,9,11,8,0
14159,joseph ganda,62,24,186,80,3,74,60,58,63,24,64,61,60,51,60,53,64,56,47,51,62,71,76,68,48,61,65,72,57,75,58,43,21,57,62,57,70,23,21,18,5,7,6,11,15,0
14160,lars lokotsch,62,25,190,82,2,69,60,45,60,27,73,34,62,65,53,57,60,39,32,40,62,66,71,59,55,58,61,77,67,76,54,72,22,63,51,58,56,23,23,19,10,13,7,9,13,0
14161,aloys fouda,62,21,181,74,2,64,33,52,57,59,53,54,29,50,61,28,56,31,34,53,53,68,61,61,60,77,38,57,64,48,32,50,57,54,44,36,50,56,66,61,7,10,6,9,5,0
14162,konrad gruszkowski,62,20,183,74,2,76,37,51,57,57,63,57,42,57,57,26,56,42,34,44,56,74,78,66,55,53,38,58,61,66,28,59,59,44,45,36,51,56,58,56,10,14,5,8,14,0
14163,osvaldo pedro capemba,62,19,171,63,3,73,50,57,71,20,40,57,53,29,58,47,72,54,50,56,70,76,71,83,43,83,45,71,53,38,51,21,19,43,56,55,61,16,23,14,9,8,13,10,8,0
14164,carlo boukhalfa,62,22,186,78,2,60,50,54,56,59,67,42,49,62,64,37,53,44,38,62,59,58,62,57,58,64,57,59,63,66,52,74,59,50,48,39,45,56,60,60,13,12,13,12,7,0
14165,pablo ortiz,62,21,190,70,2,71,24,38,47,63,62,25,21,65,55,24,31,30,25,30,56,70,72,68,58,70,24,65,64,62,28,59,60,25,31,33,52,64,63,61,8,14,14,9,15,0
14166,samuele damiani,62,23,178,73,2,64,48,61,61,57,57,49,42,42,68,55,58,49,54,68,66,64,64,58,59,69,58,58,63,52,49,60,53,55,59,45,66,56,63,62,5,11,14,10,13,0
14167,apostolos apostolopoulos,62,18,175,67,2,84,41,48,62,56,55,60,34,51,50,23,63,32,52,49,62,85,83,60,53,76,54,60,60,55,44,48,52,41,36,51,51,55,61,60,15,12,15,9,6,0
14168,stefan drljaca,62,22,192,92,1,0,0,0,0,0,0,8,7,11,22,6,8,12,10,23,14,24,42,38,59,30,44,60,30,78,8,29,12,5,38,15,44,15,8,12,64,60,58,59,62,31
14169,valdimar thor ingimundarson,62,22,181,70,3,79,57,52,63,32,53,55,60,42,53,47,63,54,44,49,65,77,80,63,48,68,59,45,58,56,50,39,29,67,53,50,54,30,34,31,13,9,12,11,6,0
14170,tomas smola,62,32,191,86,2,50,62,46,55,20,76,36,62,73,58,63,54,49,34,34,62,48,52,47,54,42,69,71,64,84,54,70,11,62,47,64,54,12,16,21,11,10,12,10,13,0
14171,casper staring,62,20,186,75,2,65,43,54,54,61,64,44,40,60,65,33,51,45,47,56,53,68,63,66,59,62,53,61,53,70,41,64,54,42,49,54,59,61,64,64,12,11,14,12,8,0
14172,charles jesaja herrmann,62,21,190,83,2,67,62,49,55,31,64,40,63,63,55,60,53,54,43,40,61,66,68,49,60,47,65,60,57,70,60,61,26,59,52,57,58,29,26,31,10,6,9,10,8,0
14173,moises mosquera,62,20,187,79,2,49,40,47,45,62,66,38,34,64,55,38,41,37,31,48,52,44,53,38,56,42,52,59,54,72,43,68,62,41,47,39,52,61,65,56,14,6,10,12,8,0
14174,godwin bentil,62,20,185,73,3,76,63,47,57,20,64,41,66,61,54,49,55,50,39,39,58,75,77,63,55,61,66,72,69,75,56,27,19,59,50,69,58,17,11,19,11,8,14,9,14,0
14175,collins makgaka,62,25,176,67,2,71,50,67,61,50,60,58,47,56,72,59,57,59,56,76,62,69,73,66,62,77,60,67,59,58,40,64,40,51,65,61,70,43,59,62,13,8,12,6,8,0
14176,diogo da costa silva,62,26,188,83,2,63,33,38,50,64,61,32,27,59,48,27,46,28,27,42,51,64,62,54,55,60,55,70,37,74,24,58,66,23,29,46,52,65,63,62,14,12,9,11,12,0
14177,noah powder,62,22,178,69,2,82,38,48,54,54,67,57,32,42,49,18,56,42,58,44,45,85,80,74,59,62,52,68,84,65,46,50,54,35,37,22,42,58,54,57,5,13,6,12,14,0
14178,ayodeji sotona,62,18,179,63,3,89,58,52,65,28,48,50,56,46,53,52,65,64,49,45,63,88,89,79,53,72,67,44,53,49,55,42,17,57,53,55,57,23,32,34,13,9,6,14,10,0
14179,thelo aasgaard,62,19,170,72,3,74,53,56,65,37,42,42,52,36,62,44,63,47,38,60,61,77,71,83,58,85,56,66,56,36,57,35,37,59,62,44,58,35,39,35,8,11,7,11,6,0
14180,mohamed badamosi,62,23,198,85,2,56,61,47,54,28,67,38,63,70,61,67,49,38,34,31,61,54,57,63,56,47,68,62,52,81,47,51,23,63,48,61,53,18,28,22,13,6,13,13,9,0
14181,sturla ottesen,62,20,180,75,2,73,39,53,57,57,65,62,40,54,53,27,57,56,56,46,57,75,72,60,56,63,43,64,70,65,33,59,57,48,50,35,45,55,60,57,5,13,7,9,6,0
14182,marc lamti,62,20,196,79,2,57,42,54,55,60,67,38,34,61,66,31,55,43,34,64,62,61,53,50,50,36,55,58,60,75,52,58,61,34,51,40,42,55,64,60,13,8,13,15,15,0
14183,stanislav shopov,62,19,179,68,3,73,48,65,64,27,44,68,44,42,63,51,66,63,56,66,61,75,71,74,55,66,55,59,40,44,46,46,29,59,66,48,55,27,24,21,7,14,6,9,11,0
14184,pere joan garcia bauza,62,19,188,83,1,0,0,0,0,0,0,9,6,11,29,5,10,8,8,30,19,50,60,55,61,62,50,80,45,72,7,20,12,5,41,11,45,8,10,11,53,59,66,66,64,54
14185,samir lagsir,62,18,178,73,3,82,54,54,69,44,54,48,55,46,58,53,72,52,53,56,67,84,80,73,52,65,64,53,40,66,43,44,33,52,51,60,60,52,40,49,10,11,12,12,13,0
14186,joel ideho,62,17,180,70,2,82,49,56,65,34,48,63,44,46,57,48,67,56,45,43,63,83,81,71,49,68,66,46,52,48,43,43,22,49,62,47,54,32,36,46,5,9,10,7,8,0
14187,aitor paredes casamichana,62,21,186,76,2,62,25,38,47,63,65,21,18,62,57,24,41,22,21,45,55,60,63,42,58,56,39,74,62,67,25,59,62,27,25,38,48,62,65,60,14,7,12,12,14,0
14188,marcos garcia trabanco,62,20,177,66,3,80,55,57,62,35,55,57,56,45,60,52,62,49,47,56,60,79,80,78,52,71,60,59,71,43,45,63,30,54,56,61,52,34,36,35,10,11,12,11,9,0
14189,alfonso pastor vacas,62,20,190,80,1,0,0,0,0,0,0,11,9,13,17,9,8,13,14,23,18,27,17,22,48,25,50,31,24,59,8,24,8,6,27,13,25,7,12,11,69,63,66,58,60,23
14190,mateo agustin coronel,62,22,172,70,2,71,59,51,63,36,55,56,61,59,58,45,64,51,42,46,60,74,69,68,64,65,64,60,64,51,58,53,30,65,42,40,58,36,36,28,15,14,7,12,9,0
14191,sergio barcia larenxeira,62,20,186,76,2,67,32,47,53,63,64,49,29,63,54,32,51,33,29,42,57,66,67,50,57,63,43,69,64,64,27,62,64,37,46,34,47,63,62,63,12,13,15,13,8,0
14192,jesus castillo,62,20,185,78,3,59,53,55,59,57,69,45,55,43,61,31,61,33,39,66,61,58,60,52,55,62,60,61,70,75,58,56,57,34,58,37,43,52,66,63,13,5,11,12,6,0
14193,jhon marchan,62,22,170,58,3,75,56,53,67,27,33,55,57,44,58,45,68,42,32,42,67,75,75,74,46,89,62,45,41,31,55,25,24,54,60,47,44,22,29,26,11,15,6,9,6,0
14194,percy liza,62,21,180,84,3,73,61,58,67,39,59,65,61,55,55,45,71,68,55,49,64,73,73,67,54,74,64,60,67,66,62,30,55,60,60,68,54,45,24,21,14,10,5,13,8,0
14195,antonio sola villalba,62,20,175,70,2,64,37,49,53,61,59,60,36,58,53,31,50,47,42,44,52,63,64,60,61,75,38,55,62,57,33,63,62,53,36,46,45,57,64,63,6,14,15,12,11,0
14196,javier hernandez tarroc,62,20,181,72,2,61,30,41,50,62,64,33,23,60,52,30,47,29,34,46,51,60,62,47,58,65,44,68,60,68,28,60,62,26,31,42,51,58,66,63,7,8,12,13,15,0
14197,franco perez,62,19,169,67,2,86,58,55,61,47,60,62,57,36,52,64,64,62,64,50,55,84,87,75,47,73,65,63,74,58,58,49,48,55,55,45,47,33,67,34,7,8,13,9,8,0
14198,yahya soumare,62,21,173,55,3,72,60,54,66,24,52,56,61,47,59,51,65,53,41,44,63,68,76,84,51,83,62,54,49,57,58,44,14,55,54,58,51,20,27,21,6,6,12,8,9,0
14199,marko stamenic,62,19,188,78,3,68,51,62,68,52,65,53,50,53,66,56,67,60,51,63,73,67,69,66,50,65,55,53,64,63,50,73,52,53,65,50,71,50,53,52,13,10,8,10,10,0
14200,mauro brasil,62,22,180,72,2,59,24,39,46,61,62,27,21,60,57,23,30,21,21,40,63,58,59,49,63,64,30,66,50,69,20,57,60,27,28,31,51,59,66,57,7,11,7,6,8,0
14201,merlin rohl,62,18,191,80,3,69,40,61,60,57,64,69,41,57,69,28,54,34,39,59,69,70,69,60,52,60,41,58,69,69,36,46,55,49,52,42,59,53,60,61,11,14,10,7,8,0
14202,dylan perera plasencia,62,18,173,64,4,69,56,60,68,48,47,53,57,51,65,54,68,61,53,60,64,70,69,77,49,82,65,69,55,42,47,44,42,52,62,61,69,46,51,57,10,7,12,15,15,0
14203,igor matanovic,62,18,194,90,2,66,61,47,59,33,65,36,64,65,57,47,61,43,39,40,62,65,66,50,54,47,65,60,60,70,54,58,32,59,50,58,57,34,24,27,13,8,8,10,14,0
14204,jan luca schuler,62,22,190,82,2,84,59,42,55,29,67,29,61,68,52,56,54,38,28,28,58,82,86,54,62,47,61,66,62,74,53,55,24,56,54,59,54,23,25,25,7,10,15,10,13,0
14205,felix alonso exposito,62,20,185,76,2,64,51,60,61,55,67,52,45,61,70,48,58,45,44,67,65,60,68,64,59,58,65,60,73,65,50,64,53,61,51,55,53,49,58,64,11,14,7,13,9,0
14206,thomas aquilina,62,20,178,67,3,82,22,49,61,54,59,50,20,39,59,29,60,40,20,52,59,83,82,80,50,59,23,48,78,59,16,40,48,50,39,28,47,54,60,58,8,8,7,11,13,0
14207,david agron,62,20,184,74,2,58,25,39,43,61,66,28,20,62,55,30,28,25,24,37,58,58,58,50,66,57,33,66,59,70,21,66,63,27,31,40,43,60,61,60,7,14,8,6,13,0
14208,jovanny bolivar,62,19,175,71,2,58,63,53,63,27,61,48,66,62,55,55,65,61,49,45,61,58,58,60,61,70,65,69,62,73,60,29,20,56,60,62,54,20,30,20,10,14,14,11,10,0
